City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Santa Maria,BR,-29.6842,-53.8069,58.3,58,40,4.61,scattered clouds
349,Anan,JP,33.9167,134.65,78.58,79,1,3.27,clear sky
350,College,US,64.8569,-147.8028,55.35,94,100,4.61,moderate rain
351,Salinopolis,BR,-0.6136,-47.3561,82.15,74,99,13.15,overcast clouds
352,Hualmay,PE,-11.0964,-77.6139,65.82,71,37,10.63,scattered clouds
353,Barranca,PE,-10.75,-77.7667,64.69,73,84,8.95,broken clouds
354,Kaabong,UG,3.4836,34.1492,67.17,72,92,4.34,overcast clouds
355,Edgewater,US,28.9889,-80.9023,94.1,70,40,13.8,scattered clouds
356,Maarianhamina,AX,60.0973,19.9348,66.06,94,75,11.5,broken clouds
357,Salalah,OM,17.0151,54.0924,78.89,94,75,6.91,broken clouds
358,Nome,US,64.5011,-165.4064,52.16,87,100,6.91,light rain
359,Pahrump,US,36.2083,-115.9839,85.24,59,24,5.01,few clouds
360,Alta Floresta,BR,-9.8756,-56.0861,96.62,30,20,2.3,few clouds
361,Malinovskiy,RU,61.1953,62.8397,64.78,66,62,5.41,broken clouds
362,Lazaro Cardenas,MX,17.9583,-102.2,86.94,59,64,7.87,broken clouds
363,Westport,US,41.1415,-73.3579,93.72,61,0,9.22,clear sky
364,Coihueco,CL,-36.6167,-71.8333,54.34,82,100,4.61,light rain
365,Okaihau,NZ,-35.3167,173.7833,44.6,93,27,0.96,scattered clouds
366,Grand Forks,US,47.9417,-97.4337,89.53,51,40,9.22,scattered clouds
367,Martapura,ID,-3.4167,114.85,73.49,94,23,2.3,few clouds
368,Gushikawa,JP,26.3544,127.8686,82.4,91,0,0.0,clear sky
369,San Felipe,VE,10.3399,-68.7425,80.28,83,42,6.31,scattered clouds
370,Szentgotthard,HU,46.9526,16.2736,77.43,51,58,3.24,broken clouds
371,Mahebourg,MU,-20.4081,57.7,70.25,78,75,11.5,broken clouds
372,Punata,BO,-17.55,-65.8333,74.98,48,95,11.72,overcast clouds
373,Matamoros,MX,25.5333,-103.25,89.71,31,75,8.05,broken clouds
374,Port Moresby,PG,-9.4431,147.1797,76.42,94,40,3.44,scattered clouds
375,Auburn,US,47.3073,-122.2284,75.74,60,40,14.97,scattered clouds
376,Quatre Cocos,MU,-20.2078,57.7625,70.09,71,12,13.09,few clouds
377,Wabana,CA,47.6332,-52.9481,84.78,48,20,14.97,few clouds
378,Chapais,CA,49.7834,-74.8492,69.58,30,30,5.66,scattered clouds
379,Balkanabat,TM,39.5108,54.3671,92.55,25,7,5.21,clear sky
380,Talas,TR,38.6908,35.5538,77.67,36,0,6.91,clear sky
381,Krasnoselkup,RU,65.7,82.4667,53.04,87,31,7.56,scattered clouds
382,San Fernando,PH,15.0286,120.6898,78.53,95,100,6.42,overcast clouds
383,Great Yarmouth,GB,52.6083,1.7305,66.42,62,44,6.67,scattered clouds
384,Moscow,RU,55.7522,37.6156,75.72,49,84,4.12,broken clouds
385,Hargeysa,SO,9.56,44.065,74.32,48,17,22.91,few clouds
386,Kalawit,PH,8.0667,122.5167,77.38,89,100,6.15,light rain
387,Yumen,CN,40.2833,97.2,77.95,37,87,11.21,overcast clouds
388,Flinders,AU,-34.5833,150.8552,53.38,68,1,5.99,clear sky
389,Micheweni,TZ,-4.9667,39.8333,72.82,77,0,10.04,clear sky
390,Nabire,ID,-3.3667,135.4833,75.88,94,100,5.84,overcast clouds
391,Merauke,ID,-8.4667,140.3333,76.82,92,90,10.87,overcast clouds
392,Moulins,FR,46.5,3.3333,70.18,60,60,2.71,broken clouds
393,Hohhot,CN,40.8106,111.6522,70.09,68,0,4.47,clear sky
394,Chau Doc,VN,10.7,105.1167,77.85,87,100,6.89,overcast clouds
395,Axim,GH,4.8699,-2.2405,73.65,80,45,8.08,scattered clouds
396,Jalu,LY,29.0331,21.5482,85.78,37,0,16.49,clear sky
397,Uruzgan,AF,32.8333,66.0,78.46,14,1,3.71,clear sky
398,Luanda,AO,-8.8368,13.2343,68.0,83,75,4.61,broken clouds
399,Provideniya,RU,64.3833,-173.3,45.01,66,44,9.95,scattered clouds
400,Kodino,RU,63.7198,39.6447,65.01,83,2,5.23,clear sky
401,Saint-Georges,GD,12.0564,-61.7485,83.88,79,75,19.57,broken clouds
402,Narsaq,GL,60.9167,-46.05,48.42,93,100,4.34,light rain
403,Naerbo,NO,58.6667,5.65,56.61,79,68,16.82,broken clouds
404,Dalian,CN,38.9122,121.6022,80.53,89,40,4.47,scattered clouds
405,Bandarbeyla,SO,9.4942,50.8122,76.03,82,0,34.23,clear sky
406,Jaque,PA,7.5175,-78.1703,80.83,80,99,6.46,light rain
407,Muli,MV,2.9167,73.5667,81.05,77,99,16.04,overcast clouds
408,Ayrum,AM,41.1898,44.9014,71.24,74,79,6.78,broken clouds
409,Torgelow,DE,53.6333,14.0167,64.98,81,100,8.72,overcast clouds
410,Simao,CN,22.7886,100.9748,64.58,99,100,0.43,overcast clouds
411,Amboasary,MG,-25.0333,46.3833,67.66,81,30,4.56,scattered clouds
412,Padang,ID,-0.9492,100.3543,77.13,79,97,3.71,overcast clouds
413,Arlit,NE,18.7369,7.3853,97.14,25,56,4.47,broken clouds
414,Yanam,IN,16.7333,82.2167,76.66,90,86,3.76,overcast clouds
415,Phuket,TH,8.0,98.25,82.62,78,20,13.8,few clouds
416,Kungurtug,RU,50.5994,97.5228,42.91,78,54,1.34,broken clouds
417,Viloco,BO,-16.95,-67.55,49.78,60,84,9.73,broken clouds
418,Cherniyiv,UA,48.8566,24.7139,69.01,64,10,5.23,clear sky
419,Montalvo,EC,-1.8,-79.3333,78.49,78,100,3.8,light rain
420,Gloucester,GB,51.8657,-2.2431,65.16,54,43,6.82,scattered clouds
421,Raga,SS,8.4596,25.678,71.02,95,42,4.56,scattered clouds
422,Namatanai,PG,-3.6667,152.4333,77.34,80,100,3.15,overcast clouds
423,Shingu,JP,33.7333,135.9833,76.64,92,2,5.64,clear sky
424,Soimi,RO,46.6833,22.1167,75.0,41,0,4.92,clear sky
425,Beyneu,KZ,45.3167,55.2,83.44,33,5,15.08,clear sky
426,Sunland Park,US,31.7965,-106.58,94.91,34,0,7.0,clear sky
427,Alice Springs,AU,-23.7,133.8833,42.35,56,0,5.75,clear sky
428,Novokayakent,RU,42.3937,47.9861,78.49,59,100,6.8,overcast clouds
429,Aras,ES,42.5617,-2.356,68.41,64,0,5.75,clear sky
430,Berezovyy,RU,51.6667,135.7,62.73,100,100,4.18,overcast clouds
431,Komsomolskiy,UZ,40.4272,71.7189,78.55,32,44,4.76,scattered clouds
432,Yichun,CN,47.7,128.9,61.61,97,93,4.32,overcast clouds
433,Kolokani,ML,13.5728,-8.0339,81.75,63,99,4.76,overcast clouds
434,Pimentel,PE,-6.8367,-79.9342,70.09,64,0,17.27,clear sky
435,Los Llanos De Aridane,ES,28.6585,-17.9182,74.12,79,20,16.11,few clouds
436,Kisangani,CD,0.5167,25.2,74.68,85,51,3.04,broken clouds
437,Nancha,CN,47.1333,129.2667,64.42,96,98,3.29,overcast clouds
438,Tabuk,PH,17.4189,121.4443,73.65,91,74,1.97,broken clouds
439,Cachoeira Do Sul,BR,-30.0392,-52.8939,57.43,69,0,4.65,clear sky
440,Seredka,RU,58.1584,28.1858,69.55,81,36,6.02,scattered clouds
441,Sarangani,PH,5.4033,125.4636,82.24,71,76,3.49,broken clouds
442,Tekirdag,TR,40.978,27.5085,72.75,78,0,11.83,clear sky
443,Tucumcari,US,35.1717,-103.725,94.84,26,0,13.8,clear sky
444,Plainview,US,40.7765,-73.4673,93.45,55,0,12.66,clear sky
445,Warrnambool,AU,-38.3833,142.4833,44.42,94,24,8.46,few clouds
446,Tanete,ID,-3.9443,119.7848,70.65,91,17,2.98,few clouds
447,Malpe,IN,13.35,74.7167,74.5,88,100,18.86,overcast clouds
448,Bayan,CN,46.0833,127.4,64.24,92,16,6.35,few clouds
449,Ratnagiri,IN,16.9833,73.3,77.68,93,99,23.51,light rain
450,Nichlaul,IN,27.3167,83.7333,82.4,80,99,5.3,light rain
451,Goderich,CA,43.7501,-81.7165,82.72,61,0,9.22,clear sky
452,Dalvik,IS,65.9702,-18.5286,58.93,66,13,4.65,few clouds
453,Chimbote,PE,-9.0853,-78.5783,66.06,74,99,10.54,overcast clouds
454,Nelson Bay,AU,-32.7167,152.15,55.99,83,0,7.0,clear sky
455,Mayumba,GA,-3.432,10.6554,68.77,90,86,7.31,overcast clouds
456,Kavieng,PG,-2.5744,150.7967,80.69,74,97,6.42,overcast clouds
457,Saldanha,ZA,-33.0117,17.9442,51.85,89,1,8.23,clear sky
458,Te Anau,NZ,-45.4167,167.7167,46.71,92,75,4.09,broken clouds
459,Valparaiso,CL,-33.0393,-71.6273,66.43,48,0,16.11,clear sky
460,Dakar,SN,14.6937,-17.4441,80.73,89,75,0.0,thunderstorm with light rain
461,Biasca,CH,46.3597,8.9697,78.55,94,100,8.41,overcast clouds
462,Qasigiannguit,GL,68.8193,-51.1922,46.65,96,100,1.7,light rain
463,Rayong,TH,12.8333,101.4333,81.82,99,100,10.29,light rain
464,Tabas,IR,33.5959,56.9244,87.49,17,0,10.54,clear sky
465,Kijang,KR,35.2442,129.2139,82.13,89,83,4.63,broken clouds
466,Aklavik,CA,68.2191,-135.0107,71.6,56,40,9.22,scattered clouds
467,Korla,CN,41.7597,86.1469,86.9,24,100,5.53,overcast clouds
468,Pozo Colorado,PY,-23.4923,-58.7972,71.46,45,79,4.52,broken clouds
469,Hokitika,NZ,-42.7167,170.9667,56.17,97,100,20.2,moderate rain
470,Klaksvik,FO,62.2266,-6.589,52.72,76,3,6.93,clear sky
471,Wiwili,NI,13.6268,-85.8254,78.31,85,92,6.69,overcast clouds
472,Jinka,ET,5.65,36.65,69.21,55,97,1.83,overcast clouds
473,Hongjiang,CN,27.11,109.9956,75.22,97,70,3.15,broken clouds
474,Allanridge,ZA,-27.7543,26.6438,54.36,38,82,3.2,broken clouds
475,Stepnyak,KZ,52.8339,70.7803,61.9,56,8,4.32,clear sky
476,Manono,CD,-7.3,27.4167,77.31,32,2,3.6,clear sky
477,Dudinka,RU,69.4058,86.1778,52.63,87,59,4.65,broken clouds
478,Zverinogolovskoye,RU,54.4586,64.8542,63.21,72,10,3.04,clear sky
479,Boddam,GB,57.4667,-1.7833,57.58,71,39,7.16,scattered clouds
480,Kondopoga,RU,62.2057,34.2614,67.69,74,5,4.5,clear sky
481,Rawson,AR,-43.3002,-65.1023,45.57,61,95,19.3,overcast clouds
482,Soyo,AO,-6.1349,12.3689,68.18,87,21,7.92,few clouds
483,Slave Lake,CA,55.2834,-114.769,60.78,72,40,11.5,scattered clouds
484,Nuevitas,CU,21.5453,-77.2644,85.33,66,100,14.56,overcast clouds
485,Sembe,CG,1.6481,14.5806,70.48,98,89,2.98,moderate rain
486,Laukaa,RU,58.7372,29.8453,71.11,73,98,4.25,overcast clouds
487,Saint-Joseph,RE,-21.3667,55.6167,66.58,74,18,6.11,few clouds
488,Tam Ky,VN,15.5667,108.4833,76.12,90,100,4.97,overcast clouds
489,Grindavik,IS,63.8424,-22.4338,55.35,87,100,23.02,overcast clouds
490,Karratha,AU,-20.7377,116.8463,62.89,54,0,7.47,clear sky
491,Beachwood,US,41.4645,-81.5087,89.55,70,40,6.91,scattered clouds
492,Vardo,NO,70.3705,31.1107,51.78,87,75,19.57,broken clouds
493,Lagoa,PT,39.05,-27.9833,75.74,79,7,4.92,light rain
494,Kinsale,IE,51.7075,-8.5306,60.24,58,75,12.66,broken clouds
495,Ayapel,CO,8.3137,-75.1398,83.32,83,99,3.53,overcast clouds
496,Yatou,CN,37.15,122.3833,80.08,88,2,4.18,clear sky
497,Roma,US,43.2128,-75.4557,88.09,61,75,5.01,broken clouds
498,Bahia Honda,CU,22.9036,-83.1592,84.6,71,37,10.96,light rain
499,Chamba,IN,32.5667,76.1333,74.16,84,85,3.83,overcast clouds
500,Grand Gaube,MU,-20.0064,57.6608,70.38,68,4,5.99,clear sky
501,Olinda,BR,-8.0089,-34.8553,78.53,69,20,11.5,few clouds
502,Agnibilekrou,CI,7.1344,-3.2047,71.8,82,76,3.09,broken clouds
503,Leua,SK,48.2156,18.6071,77.0,41,0,5.46,clear sky
504,Souillac,MU,-20.5167,57.5167,70.18,78,75,11.5,broken clouds
505,Suntar,RU,62.1444,117.6319,47.61,97,100,7.76,overcast clouds
506,Burnie,AU,-41.0667,145.9167,45.91,83,78,5.46,broken clouds
507,Paramonga,PE,-10.6667,-77.8333,65.08,75,85,9.78,overcast clouds
508,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,52.39,100,20,4.47,few clouds
509,Egvekinot,RU,66.3167,-179.1667,42.28,65,9,1.59,clear sky
510,Broome,US,42.2506,-75.833,93.18,60,20,5.75,few clouds
511,Hirara,JP,24.8,125.2833,84.69,71,30,7.16,scattered clouds
512,Vao,NC,-22.6667,167.4833,71.56,81,99,13.6,overcast clouds
513,Cooma,AU,-36.2333,149.1333,42.66,74,100,11.59,overcast clouds
514,Tazovskiy,RU,67.4667,78.7,56.16,78,100,8.7,overcast clouds
515,Biltine,TD,14.5333,20.9167,87.22,48,7,6.89,clear sky
516,Yerbogachen,RU,61.2767,108.0108,48.7,90,100,6.78,overcast clouds
517,Naze,JP,28.3667,129.4833,77.92,84,99,5.91,overcast clouds
518,Ust-Nera,RU,64.5667,143.2,63.34,85,100,3.18,overcast clouds
519,Lunglei,IN,22.8833,92.7333,69.48,99,100,2.35,overcast clouds
520,Bathsheba,BB,13.2167,-59.5167,88.41,81,40,21.85,scattered clouds
521,Henties Bay,NA,-22.116,14.2845,57.92,80,5,8.14,clear sky
522,Mastic Beach,US,40.7668,-72.8521,92.53,71,0,10.36,clear sky
523,Isla Mujeres,MX,21.2311,-86.731,87.17,66,1,8.86,clear sky
524,Scharnstein,AT,47.9044,13.9601,78.03,76,100,4.81,moderate rain
525,Solginskiy,RU,61.05,41.3428,64.65,78,1,4.25,clear sky
526,Kahului,US,20.8947,-156.47,84.22,64,40,5.99,scattered clouds
527,Traverse City,US,44.7631,-85.6206,89.83,48,20,5.75,few clouds
528,Huarmey,PE,-10.0681,-78.1522,66.63,73,94,11.01,overcast clouds
529,Domoni,KM,-12.2569,44.5319,73.62,77,0,1.14,clear sky
530,Djambala,CG,-2.5447,14.7533,77.05,54,71,4.81,broken clouds
531,Mahon,ES,39.8885,4.2658,81.16,74,0,5.75,clear sky
532,Long Xuyen,VN,10.3833,105.4167,76.95,88,100,9.8,overcast clouds
533,Santa Luzia,BR,-19.7697,-43.8514,87.94,24,0,5.75,clear sky
534,Yambio,SS,4.5721,28.3955,68.38,95,10,1.05,light rain
535,Fontem,CM,5.4685,9.8818,65.68,98,100,1.68,moderate rain
536,Belaya Gora,RU,68.5333,146.4167,51.33,68,100,2.53,overcast clouds
537,Chicama,PE,-7.8447,-79.1469,61.34,63,80,8.86,broken clouds
538,Anadyr,RU,64.75,177.4833,52.3,66,0,11.18,clear sky
539,Itoman,JP,26.1247,127.6694,83.17,87,20,1.14,few clouds
540,Hvide Sande,DK,56.0045,8.1294,57.09,69,6,20.11,clear sky
541,Port Macquarie,AU,-31.4333,152.9167,51.89,76,33,6.46,scattered clouds
542,Hammerfest,NO,70.6634,23.6821,52.25,76,0,5.75,clear sky
543,Valley City,US,46.9233,-98.0032,91.92,52,20,13.8,few clouds
544,Bereda,ES,43.2686,-7.5406,63.41,100,100,10.13,overcast clouds
545,Cotonou,BJ,6.3654,2.4183,75.18,88,40,12.66,scattered clouds
546,Nuevo Progreso,MX,23.1667,-97.95,91.89,47,82,4.0,broken clouds
547,Hamilton,US,39.1834,-84.5333,85.77,80,40,10.36,scattered clouds
548,Staraya,RU,59.9281,30.6206,76.75,69,55,6.29,broken clouds
549,Abidjan,CI,5.3094,-4.0197,76.96,88,20,5.75,few clouds
550,Raudeberg,NO,61.9875,5.1352,50.67,66,100,23.6,light rain
551,Wewak,PG,-3.5534,143.6268,76.95,84,100,3.11,overcast clouds
552,Sitia,GR,35.2,26.0986,80.98,70,0,14.0,clear sky
553,Usinsk,RU,65.9939,57.5281,60.78,84,98,9.24,overcast clouds
554,Swan Hill,AU,-35.3378,143.5544,47.61,91,96,12.24,overcast clouds
555,Aguada De Pasajeros,CU,22.385,-80.8508,90.14,49,78,9.33,broken clouds
556,Northam,GB,51.0333,-4.2167,61.61,65,100,10.8,overcast clouds
557,Birao,CF,10.2849,22.7882,72.7,92,42,2.28,light rain
558,Temascalcingo,MX,19.9167,-100.0,71.37,41,59,10.54,broken clouds
559,Santarem,BR,-2.4431,-54.7083,87.93,70,20,11.5,few clouds
560,Mancio Lima,BR,-7.6142,-72.8958,73.47,100,75,12.66,thunderstorm with rain
561,Kayunga,UG,0.7025,32.8886,69.66,75,100,1.77,overcast clouds
562,Mana,GF,5.6592,-53.7767,83.93,67,0,9.64,clear sky
563,Fort-Shevchenko,KZ,44.5086,50.263,82.87,57,100,16.33,overcast clouds
564,La Ronge,CA,55.1001,-105.2842,53.85,82,100,14.97,mist
565,Weyburn,CA,49.6668,-103.8511,75.42,33,2,19.57,clear sky
566,Hajiganj,BD,23.2511,90.8592,81.43,88,100,6.04,moderate rain
567,Holetown,BB,13.1867,-59.6381,88.36,81,100,17.43,overcast clouds
568,Bauchi,NG,10.5,10.0,73.36,83,77,2.57,light rain
569,Kourou,GF,5.1552,-52.6478,87.85,66,1,8.86,clear sky
570,Chebsara,RU,59.2002,38.8356,60.13,77,12,4.18,few clouds
571,Santa Marta,CO,11.2408,-74.199,89.65,62,75,8.05,broken clouds
572,Geraldton,AU,-28.7667,114.6,45.01,87,3,12.66,clear sky
573,Khoy,IR,38.5504,44.9535,80.2,32,0,4.0,clear sky
574,Santa Cruz De Tenerife,ES,28.4682,-16.2546,78.91,84,20,17.27,few clouds
575,Belmonte,BR,-15.8631,-38.8828,75.43,70,64,9.78,broken clouds
576,Maloy,NO,61.9353,5.1136,51.53,66,100,22.53,light rain
577,Saiha,IN,22.4833,92.9667,72.79,99,100,1.34,overcast clouds
578,Opuwo,NA,-18.0607,13.84,70.68,33,0,6.35,clear sky
579,Dongli,CN,23.5656,116.8194,78.78,94,20,0.0,few clouds
580,Jijiga,ET,9.35,42.8,67.35,60,24,15.93,few clouds
581,Umba,RU,66.6871,34.3429,60.08,96,100,10.63,moderate rain
582,Shimoda,JP,34.6667,138.95,70.11,84,100,7.85,light rain
583,Lloydminster,CA,53.2835,-110.0016,52.02,93,100,16.11,mist
584,Kumeny,RU,58.1089,49.9161,64.56,71,24,2.08,few clouds
585,Aljezur,PT,37.3191,-8.8033,64.71,94,11,11.1,few clouds
586,Salihli,TR,38.4826,28.1477,79.12,55,0,7.02,clear sky
587,Natal,BR,-5.795,-35.2094,84.42,65,20,17.27,few clouds
588,Hanyang,CN,32.1371,105.5126,73.0,92,10,1.48,clear sky
589,Itaituba,BR,-4.2761,-55.9836,95.16,49,20,11.5,few clouds
590,Sokoto,NG,13.0609,5.239,82.51,62,100,7.27,overcast clouds
591,Ferrol,ES,43.4832,-8.2369,68.52,81,100,18.75,overcast clouds
592,Stulovo,RU,58.7225,50.1439,64.18,76,44,3.0,scattered clouds
593,Pokrovskoye,RU,47.4157,38.8971,73.71,54,52,6.76,broken clouds
594,Port-Gentil,GA,-0.7193,8.7815,75.16,78,20,9.22,few clouds
595,Codajas,BR,-3.8367,-62.0569,94.68,37,53,3.22,broken clouds
596,Tesistan,MX,20.7833,-103.4833,82.44,38,7,2.28,clear sky
597,Port Hedland,AU,-20.3167,118.5667,59.05,44,0,9.22,clear sky
598,Port Hawkesbury,CA,45.6169,-61.3485,88.72,61,20,12.66,few clouds
599,Mahajanga,MG,-15.7167,46.3167,71.55,60,44,4.81,scattered clouds
600,Sakakah,SA,29.9697,40.2064,98.17,19,55,5.82,light rain
601,Vanavara,RU,60.34,102.2797,50.41,93,100,5.35,overcast clouds
602,Sibolga,ID,1.7427,98.7792,76.87,75,100,3.18,overcast clouds
603,Broken Arrow,US,36.0526,-95.7908,98.89,57,75,12.66,broken clouds
604,Sorland,NO,67.667,12.6934,53.46,81,98,32.77,overcast clouds
605,Artyom,AZ,40.4723,50.333,80.74,67,97,14.63,overcast clouds
606,Lebanon,US,36.2081,-86.2911,92.26,82,20,4.61,few clouds
607,San Patricio,US,28.017,-97.5169,99.16,37,83,18.48,broken clouds
608,Sayanogorsk,RU,53.0875,91.3997,54.03,64,55,4.74,broken clouds
609,Balkhash,KZ,46.844,74.9804,74.12,34,63,20.54,broken clouds
610,Aku,NG,6.7081,7.3167,72.81,81,71,2.26,broken clouds
611,Zarubino,RU,42.63,131.0922,71.47,98,54,2.55,broken clouds
612,Abadan,IR,30.3392,48.3043,96.75,67,0,6.91,clear sky
613,Hobyo,SO,5.3505,48.5268,76.26,82,77,27.07,broken clouds
614,Voru,EE,57.8339,27.0194,68.2,77,8,5.75,clear sky
615,Kibuye,RW,-2.0597,29.3482,67.46,66,47,2.55,scattered clouds
616,Contai,IN,21.7786,87.7536,83.16,82,100,5.53,overcast clouds
617,Las Vegas,US,36.175,-115.1372,93.24,40,20,14.97,few clouds
618,Coffs Harbour,AU,-30.3,153.1333,60.76,59,100,14.97,overcast clouds
619,Kuytun,RU,54.3419,101.5036,46.22,83,97,12.86,overcast clouds
620,El Alto,PE,-4.2714,-81.2147,73.06,73,95,19.6,overcast clouds
621,Progreso,MX,21.2833,-89.6667,94.1,64,20,17.07,few clouds
622,Alexandria,EG,31.2156,29.9553,77.54,72,0,8.77,clear sky
623,Kumba,CM,4.6363,9.4469,72.21,95,97,3.09,light rain
624,Pelym,RU,61.0108,61.9978,63.43,68,57,5.39,broken clouds
625,Nanning,CN,22.8167,108.3167,79.25,94,100,5.39,overcast clouds
626,Kon Tum,VN,14.35,108.0,68.9,99,100,1.07,overcast clouds
627,Baghdad,IQ,33.3406,44.4009,100.31,20,0,6.91,clear sky
628,Sioux Lookout,CA,50.1001,-91.917,73.47,83,75,6.91,broken clouds
629,Shelburne,CA,44.0787,-80.2041,82.76,64,0,1.05,clear sky
630,Verkh-Usugli,RU,52.7,115.1667,49.55,95,0,4.21,clear sky
631,Bergen,NO,60.392,5.328,54.01,77,75,2.3,broken clouds
632,Lola,GN,7.8,-8.5333,70.88,91,98,3.24,overcast clouds
633,Ulladulla,AU,-35.35,150.4667,50.47,70,1,7.36,clear sky
634,Toamasina,MG,-18.1667,49.3833,64.4,94,20,0.0,few clouds
635,Peleduy,RU,59.6289,112.7406,50.38,96,78,4.16,light rain
636,Sigli,ID,5.3848,95.9609,78.15,71,99,4.99,overcast clouds
637,Patan,NP,27.6667,85.3333,73.78,83,75,5.75,moderate rain
638,Birjand,IR,32.8663,59.2211,73.87,21,0,6.91,clear sky
639,Coahuayana,MX,18.7333,-103.6833,88.61,62,100,8.05,overcast clouds
640,Hailun,CN,47.45,126.9333,63.45,84,59,5.79,broken clouds
641,Kloulklubed,PW,7.0419,134.2556,82.26,76,56,7.61,broken clouds
642,Dillingen,DE,49.35,6.7333,70.83,64,77,7.02,broken clouds
643,Chipinge,ZW,-20.1883,32.6236,58.73,59,0,5.17,clear sky
644,Tucuma,BR,-0.1833,-50.05,83.01,71,31,7.31,scattered clouds
645,Calatayud,ES,41.3535,-1.6432,80.15,45,7,11.95,clear sky
646,Bozoum,CF,6.3193,16.3799,69.3,94,100,2.95,overcast clouds
647,Chitral,PK,35.8462,71.7858,76.35,62,7,3.29,clear sky
648,Itarema,BR,-2.9248,-39.9167,80.31,74,7,16.58,clear sky
649,Jiuquan,CN,39.7432,98.5174,76.37,39,95,1.72,overcast clouds
650,Calvinia,ZA,-31.4707,19.776,52.93,48,71,2.57,broken clouds
651,Praia Da Vitoria,PT,38.7333,-27.0667,74.75,94,40,8.68,scattered clouds
652,Ruteng,ID,-8.6136,120.4721,55.72,59,96,1.23,overcast clouds
653,De Aar,ZA,-30.6497,24.0123,53.65,38,41,3.94,scattered clouds
654,Lujan,AR,-34.5703,-59.105,67.01,40,0,3.13,clear sky
655,Tikapur,NP,28.5,81.1333,79.59,87,95,5.95,overcast clouds
656,Diego De Almagro,CL,-26.3667,-70.05,71.01,16,0,10.4,clear sky
657,Lima,PE,-12.0432,-77.0282,61.05,72,100,9.22,overcast clouds
658,Susehri,TR,40.1644,38.0867,67.1,77,0,4.07,clear sky
659,Knevichi,RU,43.3992,132.1803,77.02,94,75,4.47,mist
660,Bandundu,CD,-3.3167,17.3667,89.2,29,88,3.83,overcast clouds
661,Riberalta,BO,-10.9833,-66.1,75.4,94,100,9.22,moderate rain
662,Ciudad Bolivar,VE,8.1222,-63.5497,88.29,55,90,4.81,overcast clouds
663,Wundanyi,KE,-3.4019,38.364,57.09,74,22,7.83,few clouds
664,Caxito,AO,-8.5785,13.6643,66.97,85,20,4.14,few clouds
665,Maceio,BR,-9.6658,-35.7353,81.84,65,20,8.05,few clouds
666,Norheimsund,NO,60.3709,6.1456,53.94,88,48,4.56,scattered clouds
667,Wajima,JP,37.4,136.9,77.77,88,98,6.26,overcast clouds
668,Vilhena,BR,-12.7406,-60.1458,88.02,37,20,10.36,few clouds
669,Gat,IL,31.61,34.7642,83.39,100,0,2.82,clear sky
670,Semenivka,UA,52.1783,32.5818,66.34,89,30,5.99,scattered clouds
671,Ramos Arizpe,MX,25.55,-100.9667,87.84,35,19,17.09,few clouds
672,Kirakira,SB,-10.4544,161.9205,78.26,85,47,8.68,scattered clouds
673,Quang Ngai,VN,15.1167,108.8,76.26,89,100,4.18,overcast clouds
674,Villa Union,MX,23.2,-106.2333,89.91,77,29,11.34,scattered clouds
675,Mocuba,MZ,-16.8392,36.9856,64.18,89,0,3.53,clear sky
676,Sinnamary,GF,5.3833,-52.95,83.32,69,2,10.09,clear sky
677,Farah,AF,32.5,62.5,83.1,17,0,3.49,clear sky
678,Mumias,KE,0.3351,34.4864,66.15,82,100,2.86,overcast clouds
679,Malusac,PH,14.8587,120.6215,78.55,92,100,5.59,light rain
680,Prado,BR,-17.3411,-39.2208,75.0,78,11,12.21,few clouds
681,Biak,ID,-0.9131,122.8766,72.43,88,100,2.82,overcast clouds
682,Frederico Westphalen,BR,-27.3592,-53.3944,58.44,64,1,4.9,clear sky
683,Qaqortoq,GL,60.7167,-46.0333,47.59,91,100,4.74,light rain
684,Hay River,CA,60.8156,-115.7999,64.38,59,75,8.05,broken clouds
685,Yingcheng,CN,30.95,113.55,81.03,76,7,5.97,clear sky
686,Manokwari,ID,-0.8667,134.0833,77.54,78,100,2.48,light rain
687,Hartselle,US,34.4434,-86.9353,94.98,45,77,7.85,broken clouds
688,Manaure,CO,11.7751,-72.4445,89.58,55,67,19.73,broken clouds
689,Sergeyevka,KZ,53.88,67.4158,65.14,67,48,4.27,scattered clouds
690,Pitimbu,BR,-7.4706,-34.8086,81.19,76,3,11.45,clear sky
691,Imeni Poliny Osipenko,RU,52.4201,136.4853,59.94,97,100,5.21,overcast clouds
692,Half Moon Bay,US,37.4636,-122.4286,88.54,68,0,11.5,clear sky
693,Kasane,BW,-17.8167,25.15,64.99,42,0,5.86,clear sky
694,Porto Novo,BJ,6.4965,2.6036,75.02,83,100,8.16,overcast clouds
695,Tuatapere,NZ,-46.1333,167.6833,45.43,93,79,4.34,broken clouds
696,Kirovsk,UA,48.6375,38.6428,72.19,56,100,10.25,overcast clouds
697,Tateyama,JP,34.9833,139.8667,73.09,81,99,7.31,overcast clouds
698,Jiwani,PK,25.05,61.7417,80.62,86,100,7.0,overcast clouds
699,Bermejo,AR,-32.8833,-68.8,60.71,51,40,3.44,scattered clouds
700,San Quintin,MX,30.4833,-115.95,76.71,73,0,15.95,clear sky
701,Otofuke,JP,42.9917,143.2003,57.87,94,100,1.1,overcast clouds
